ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Varumärke
\n<div class=""d-flex flex-column p-3 add-to-cart"" data-v-1c324dd6="""">
\n<div class=""row"" data-v-1c324dd6="""">
\n<div class=""col-10"" data-v-1c324dd6=""""></div>
\n</div>
\n</div>
\n</div>
\n</div>",,,taxable,,1,,,0,0,,,,,0,,,899,"Nedis > Belysning",,,"https://vitvarudelen.se/wp-content/uploads/2025/01/123321.jpg, https://vitvarudelen.se/wp-content/uploads/2025/01/123321.jpg",,,,,,,,,0,Nedis
8197,simple,WIFILCS10WT,"SmartLife Taklampa",1,0,visible,"<strong>Tillverkarens artikelnummer</strong>: WIFILCS10WT","<div class=""col-md-7 col-lg-7 col-xl-8 description-wrap"">
\n<div class=""description px-3"">
\n<div class=""product-data row mb-2 text-nowrap"">
\n<div class=""col-sm-12 col-md-auto"">
\n<div><strong>Tillverkarens artikelnummer</strong>: WIFILCS10WT</div>
\n</div>
\n</div>
\n<div>
\n<div class=""d-flex flex-column"">
\n<div class=""position-relative"">
\n<div class="""">
\n<p class=""p-0 m-0"">• Plug &amp; play: ansluts direkt till ditt Wi-Fi
\n• Justerbar spridningsvinkel upp till 60 grader
\n• Enkel montering, inga skruvar krävs
\n• Installera så många spottar du vill tack vare Loop in loop out-tekniken
\n• Reglera lampans ljusstyrka - 2700-6500K
\n• Använd Nedis® SmartLife-appen för att ställa in timer för att slå på/av automatiskt
\n• Stöder röststyrning - i kombination med Amazon Alexa eller Google Home
\n• Kan användas som en fristående produkt eller enkelt anslutas till andra Nedis® SmartLife-produkter</p>
\n
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n<div class=""col-md-5 col-lg-5 col-xl-4 mb-3"">
\n<div></div>
